iter	RMSE
226	0.002348588907
227	0.002346789008
228	0.002345012535
229	0.002342892942
230	0.002340359137
231	0.002339164517
232	0.002337917206
233	0.002337099283
234	0.002334307775
235	0.00233277254
236	0.002330345
237	0.002328859579
238	0.002328157182
239	0.002325696105
240	0.00232365836
241	0.002321974023
242	0.002319726836
243	0.002319069308
244	0.002317984702
245	0.002312957119
246	0.002311340521
247	0.002309556307
248	0.002308036155
249	0.002307064103
250	0.002305681725
251	0.002303753793
252	0.002301748058
253	0.002300232314
254	0.00229893222
255	0.002297852831
256	0.002295577863
257	0.002293231176
258	0.002291328876
259	0.002290639507
260	0.002288901327
261	0.002287498209
262	0.002286654008
263	0.0022843728
264	0.002282886639
265	0.00228165507
266	0.00228012474
267	0.002278175337
268	0.002276458918
269	0.002274588148
270	0.002272726024
271	0.002271456956
272	0.00226904238
273	0.002267453139
274	0.002264633338
275	0.002262991906
276	0.002262070646
277	0.002260197763
278	0.002258378854
279	0.002257003637
280	0.002255167124
281	0.002253985469
282	0.002252624731
283	0.002250155062
284	0.002247049909
285	0.002246051206
286	0.002244157994
287	0.002242911954
288	0.002241732895
289	0.002240005398
290	0.002238505414
291	0.002236947987
292	0.002235093956
293	0.00223377023
294	0.002233066224
295	0.002230746935
296	0.002229557046
297	0.002227653168
298	0.002226499709
299	0.002224874301
300	0.002224177632
301	0.00222203643
302	0.002219932711
303	0.002219035908
304	0.002218407615
305	0.0022168445
306	0.002215719843
307	0.002214645762
308	0.0022125123
309	0.002211366713
310	0.002209528455
311	0.002207228067
312	0.002206467375
313	0.002204904578
314	0.002203681064
315	0.00220280308
316	0.0022011366
317	0.002199880002
318	0.002197972082
319	0.002196837212
320	0.002195955952
321	0.002194757467
322	0.002193278554
323	0.002192543664
324	0.002191016269
325	0.002189357977
326	0.002188397751
327	0.002187625871
328	0.002186084358
329	0.002185116603
330	0.002183586946
331	0.002182667683
332	0.002181360582
333	0.002179780822
334	0.002178516049
335	0.002177247678
336	0.00217607947
337	0.002175164356
338	0.002173600477
339	0.002172497201
340	0.002171411532
341	0.002169859986
342	0.002167963874
343	0.002166735545
344	0.002164594984
345	0.00216331901
346	0.002162098963
347	0.002161247047
348	0.002158548916
349	0.00215635143
350	0.002154669623
351	0.002153414159
352	0.002151838592
353	0.002150324194
354	0.002149540538
355	0.002145415001
356	0.002143690465
357	0.002141034427
358	0.002140227318
359	0.002138941739
360	0.002136782856
361	0.002136098008
362	0.002134799033
363	0.002132635499
364	0.00213104249
365	0.002130104476
366	0.002129111954
367	0.00212797888
368	0.002126572965
369	0.002124476005
370	0.002123318533
371	0.002122474192
372	0.002121389432
373	0.00211976229
374	0.002118208035
375	0.002114638579
376	0.002112882884
377	0.002109160168
378	0.00210817125
379	0.002107450292
380	0.002105732648
381	0.002104397154
382	0.00210311461
383	0.002101338043
384	0.002098950963
385	0.002097915662
386	0.002094439432
387	0.002092758464
388	0.002091080178
389	0.002089320725
390	0.002087697269
391	0.002086543105
392	0.002085318613
393	0.002083510968
394	0.002081352389
395	0.002079781968
396	0.002078730777
397	0.0020775305
398	0.002076007997
399	0.002075243359
400	0.002073903852
401	0.002072819269
402	0.002071891368
403	0.002069735613
404	0.002067362814
405	0.002065901414
406	0.00206459166
407	0.002061929572
408	0.002060766728
409	0.002059408983
410	0.002058070485
411	0.002056962423
412	0.002055910279
413	0.002054666837
414	0.002053116562
415	0.002052309576
416	0.002051624589
417	0.002050177541
418	0.002048464016
419	0.002047191064
420	0.002045996694
421	0.002045185977
422	0.002043959763
423	0.002042590331
424	0.002041565815
425	0.00204056299
426	0.002038910033
427	0.002037624817
428	0.002036727606
429	0.002035633062
430	0.002034815628
431	0.002033516722
432	0.002032364396
433	0.002030880257
434	0.002030373603
435	0.002028854019
436	0.002026805325
437	0.002026039696
438	0.002024708909
439	0.002023638473
440	0.002022462157
441	0.002021259934
442	0.002019488635
443	0.002017978189
444	0.002016688055
445	0.002015727701
446	0.002014802048
447	0.002013719683
448	0.002013010522
449	0.002012170093
450	0.002010945186
451	0.00201029657
452	0.002009333212
453	0.002007145208
454	0.002004130864
455	0.002002889415
456	0.002002089564
457	0.002001207837
458	0.0020002279
459	0.001999307859
460	0.001996640351
461	0.001995819509
462	0.001994645838
463	0.001993655851
464	0.001992189862
465	0.00199150505
466	0.001990346126
467	0.001989426252
468	0.001988796378
469	0.001987913672
470	0.001986821376
471	0.001985215974
472	0.00198420207
473	0.001982823109
474	0.001981509346
475	0.001979253415
476	0.001978444242
477	0.001977573351
478	0.001976396249
479	0.001975620358
480	0.001974572513
481	0.001973916323
482	0.001972424189
483	0.001971131053
484	0.001968800666
485	0.001968222116
486	0.001967482149
487	0.0019666097
488	0.001965447594
489	0.001964144519
490	0.001963187314
491	0.001962295585
492	0.001960589031
493	0.001959736145
494	0.001958666103
495	0.001957875633
496	0.001957119661
497	0.001955867293
498	0.001955311844
499	0.001954144893
500	0.001952461158
501	0.00195101049
502	0.001949749499
503	0.00194907546
504	0.001947406869
505	0.001945815948
506	0.001944902385
507	0.001943390904
508	0.001942590999
509	0.001941143581
510	0.001939446174
511	0.001938498632
512	0.001937570316
513	0.001936692694
514	0.001935975165
515	0.001934667507
516	0.001934041281
517	0.001931751856
518	0.001931245209
519	0.001930371382
520	0.001928865179
521	0.00192675273
522	0.001925526512
523	0.001924947457
524	0.001924284881
525	0.001923221999
526	0.001922719837
527	0.001921663939
528	0.001920748477
529	0.001919907291
530	0.001918861915
531	0.001918070565
532	0.001916541239
533	0.001915354104
534	0.001914603317
535	0.001913789613
536	0.001912559902
537	0.001911801571
538	0.001911244026
539	0.001910834702
540	0.001909118932
541	0.001908493784
542	0.001907401174
543	0.00190542027
544	0.001904218876
545	0.001902780655
546	0.001901955395
547	0.001901053257
548	0.001899693004
549	0.001898904567
550	0.001898178689
551	0.001897000411
552	0.001896003934
553	0.001895362706
554	0.001894198751
555	0.001893857186
556	0.001892854183
557	0.001892101062
558	0.001891349334
559	0.001890189918
560	0.001889469625
561	0.001889014616
562	0.001887995444
563	0.001886773261
564	0.001885602366
565	0.001884215797
566	0.001883070684
567	0.00188164107
568	0.001881195658
569	0.001880727873
570	0.001879700831
571	0.001878610073
572	0.001877741106
573	0.001876603648
574	0.001875746441
575	0.001874116642
576	0.001872504316
577	0.001870832275
578	0.001870200323
579	0.001869061354
580	0.001867906066
581	0.001866303473
582	0.00186546769
583	0.001863081379
584	0.001862104952
585	0.001861483641
586	0.001860932153
587	0.001860078975
588	0.001859174105
589	0.001858328476
590	0.001857539517
591	0.001856432027
592	0.001855639016
593	0.001853330853
594	0.001852258197
595	0.001851571548
596	0.0018506866
597	0.001850132735
598	0.001849245976
599	0.00184784296
600	0.001847095946
601	0.001846472519
602	0.001845807406
603	0.00184516084
604	0.001844762312
605	0.001844219632
606	0.001843597636
607	0.001842639491
608	0.001841364289
609	0.001839742705
610	0.00183902996
611	0.001838473605
612	0.001837630218
613	0.001836711038
614	0.001835704353
615	0.001835079678
616	0.001834151974
617	0.001833347446
618	0.00183274155
619	0.001832280852
620	0.001831333361
621	0.00183041747
622	0.001829854611
623	0.001828525746
624	0.001827861938
625	0.001826531357
626	0.001825739176
627	0.001824592293
628	0.001824197104
629	0.001823199022
630	0.00182269452
631	0.001821744201
632	0.001820684194
633	0.001819441349
634	0.001818833189
635	0.001818309681
636	0.001817333694
637	0.001815306749
638	0.001814639723
639	0.001813103388
640	0.00181216194
641	0.001811767515
642	0.001810787996
643	0.001810176219
644	0.001809308878
645	0.001808716561
646	0.001807654638
647	0.001806815709
648	0.001806274573
649	0.001804966759
650	0.001803779964
651	0.001802626824
652	0.001801623532
653	0.001801202074
654	0.001800303787
655	0.001798921945
656	0.001797641217
657	0.001796919339
658	0.001796316469
659	0.001795005471
660	0.001793930203
661	0.001792756432
662	0.00179214003
663	0.001790661865
664	0.001789698148
665	0.001788596234
666	0.001788056748
667	0.001786852948
668	0.001785751293
669	0.001784988433
670	0.001783953154
671	0.001783500161
672	0.001782854267
673	0.001782145953
674	0.001781504298
675	0.001780413769
676	0.00177972755
677	0.001778950143
678	0.001778085832
679	0.001777659185
680	0.001776537191
681	0.001775882031
682	0.00177559835
683	0.00177481661
684	0.001773171893
685	0.001772302548
686	0.001771427309
687	0.00177040824
688	0.0017698375
689	0.001769082701
690	0.001768523036
691	0.001768177872
692	0.00176673145
693	0.001766210537
694	0.001765744514
695	0.00176538854
696	0.001764673738
697	0.001764077151
698	0.001763319909
699	0.00176251676
700	0.001761647656
701	0.001760973166
702	0.001760384572
703	0.001759240332
704	0.001758373566
705	0.001757946828
706	0.001756579745
707	0.001756095152
708	0.001754746605
709	0.001753439939
710	0.001752287784
711	0.00175125798
712	0.00175046971
713	0.001749968193
714	0.001749093118
715	0.001747839202
716	0.001747014157
717	0.00174626227
718	0.001745295244
719	0.001744957024
720	0.001743682057
721	0.001743242896
722	0.001742583544
723	0.001742159824
724	0.001741501188
725	0.001740782534
726	0.001740115463
727	0.001739582506
728	0.001738649914
729	0.00173800866
730	0.001736994144
731	0.001736398216
732	0.00173475125
733	0.001734005115
734	0.001733418881
735	0.001732895942
736	0.001731657138
737	0.001730827322
738	0.001729815265
739	0.001729225561
740	0.001727905605
741	0.001727537785
742	0.001727060323
743	0.001726161069
744	0.001725448285
745	0.001724852646
746	0.001723662724
747	0.001722932296
748	0.001722007156
749	0.001721417363
750	0.001720877501
751	0.001719924702
752	0.001718539457
753	0.001718114008
754	0.001716009707
755	0.001714781345
756	0.001713486478
757	0.001712774366
758	0.001712043846
759	0.001710301858
760	0.001709175129
761	0.001708269673
762	0.001707108043
763	0.001706615106
764	0.001706162244
765	0.001705222303
766	0.001704812467
767	0.001703993615
768	0.00170274919
769	0.001702103034
770	0.001701060035
771	0.001700344223
772	0.00169905659
773	0.001698045903
774	0.001697475571
775	0.001696369833
776	0.001695730868
777	0.00169530789
778	0.001694883102
779	0.001693553742
780	0.001693193504
781	0.001692435877
782	0.001691857628
783	0.001691033707
784	0.001690342303
785	0.001689999792
786	0.001688607863
787	0.00168776626
788	0.001687197474
789	0.001686249333
790	0.001685503649
791	0.00168388868
792	0.001683410504
793	0.001681745489
794	0.001680476001
795	0.001679855949
796	0.001679246575
797	0.001678270683
798	0.00167798398
799	0.00167724422
800	0.001676400543
801	0.00167590381
802	0.001674636639
803	0.001673728578
804	0.001672685375
805	0.001671911672
806	0.00167105975
807	0.001670153019
808	0.001669472585
809	0.001668253244
810	0.001667830611
811	0.001667355661
812	0.001666179372
813	0.001665639234
814	0.001665060393
815	0.001664140871
816	0.00166357412
817	0.001662763111
818	0.001661901215
819	0.001660927939
820	0.001659686958
821	0.001659191999
822	0.001658644865
823	0.001657923298
824	0.001657404208
825	0.001656737425
826	0.00165616307
827	0.001655627665
828	0.001654787881
829	0.001653710877
830	0.001652696351
831	0.001652305242
832	0.001651707023
833	0.001650863723
834	0.001649711721
835	0.001649029783
836	0.001648016966
837	0.001646835816
838	0.001645674835
839	0.001645306366
840	0.001644218944
841	0.001643065899
842	0.001642681861
843	0.001642117945
844	0.001641674792
845	0.001641123529
846	0.001640607657
847	0.001639755921
848	0.001638671437
849	0.001638020587
850	0.001637345764
851	0.001636617386
852	0.001635403959
853	0.001634021121
854	0.001633544552
855	0.001632830468
856	0.001632196761
857	0.001631804101
858	0.001630632506
859	0.001629644603
860	0.001629044966
861	0.001628502634
862	0.00162791457
863	0.001627342089
864	0.001626985017
865	0.001625665841
866	0.001625348878
867	0.001624439209
868	0.001623892488
869	0.00162281379
870	0.001622272887
871	0.001621378137
872	0.001620514794
873	0.001619402753
874	0.001618962312
875	0.001618444827
876	0.001617851354
877	0.001617337216
878	0.001616354986
879	0.001615482524
880	0.001615198168
881	0.001614328924
882	0.00161377373
883	0.001613135347
884	0.001612633821
885	0.00161199627
886	0.001610926596
887	0.001610425764
888	0.001609854323
889	0.001609511137
890	0.001608936968
891	0.001608274146
892	0.001607728591
893	0.001606219952
894	0.001605785059
895	0.00160515154
896	0.001603698073
897	0.001603409887
898	0.001602789986
899	0.001602236519
900	0.001601680939
901	0.00160106242
902	0.001600419852
903	0.001599619946
904	0.001598748986
905	0.001598461354
906	0.001597700128
907	0.001597384059
908	0.001596943645
909	0.001596074008
910	0.001595643862
911	0.001595102498
912	0.001594466802
913	0.00159395731
914	0.001593653395
915	0.001593220934
916	0.001592555941
917	0.001591612265
918	0.001590285156
919	0.001589736622
920	0.001588417421
921	0.001587828603
922	0.001586649014
923	0.001585837211
924	0.001585488788
925	0.001584795442
926	0.001584464705
927	0.001583390088
928	0.001582136674
929	0.001581366068
930	0.001580152395
931	0.001579503585
932	0.001579159424
933	0.001577983571
934	0.001577532511
935	0.00157607502
936	0.001575651851
937	0.001575095364
938	0.001574806327
939	0.001574162011
940	0.001573162244
941	0.001572359445
942	0.001571752252
943	0.001571095142
944	0.001570282846
945	0.001569646294
946	0.001569045896
947	0.001568586088
948	0.001567886644
949	0.001567114249
950	0.001566166526
951	0.001565901857
952	0.001565123327
953	0.001564151328
954	0.001563403532
955	0.001562868148
956	0.001562177041
957	0.001561732723
958	0.001561019949
959	0.001560308166
960	0.001559987793
961	0.001559461676
962	0.001559106768
963	0.001558543386
964	0.001558237813
965	0.001557200393
966	0.001556761263
967	0.00155648766
968	0.001555788334
969	0.00155498144
970	0.001554656285
971	0.001554119526
972	0.001553483494
973	0.001552865797
974	0.001552255116
975	0.001551001686
976	0.001550400643
977	0.001549890958
978	0.001548645597
979	0.001548162342
980	0.001547703443
981	0.001547126075
982	0.001546418434
983	0.001545928697
984	0.001544881217
985	0.001544170245
986	0.001543550768
987	0.001542874426
988	0.001542527488
989	0.001541867369
990	0.0015415505
991	0.00154119422
992	0.001540769
993	0.001540351981
994	0.001539914884
995	0.00153917551
996	0.001538675636
997	0.001538183403
998	0.001536757785
999	0.001535837438
